Time,X,Y,Z
1184618.68,0.068,-0.352,9.767
1184618.697,0.107,-0.442,10.083
1184618.718,0.226,-0.533,9.857
1184618.737,0.114,-0.364,10.047
1184618.755,0.041,-0.312,10.101
1184618.775,-0.22,-0.259,9.931
1184618.794,-0.277,-0.411,9.978
1184618.813,-0.202,-0.238,9.975
1184618.831,0.171,-0.236,9.943
1184618.851,0.256,-0.117,9.791
1184618.87,0.535,-0.282,9.918
1184618.889,0.625,-0.185,9.722
1184618.908,0.507,-0.228,9.949
1184618.926,0.615,-0.155,9.878
1184618.945,0.438,-0.142,9.866
1184618.965,0.487,-0.303,9.641
1184618.983,0.485,-0.153,9.673
1184619.002,0.644,-0.236,9.856
1184619.021,0.798,-0.189,9.632
1184619.038,1.058,-0.223,9.686
1184619.059,0.905,-0.057,9.513
1184619.078,1.063,-0.281,9.969
1184619.097,0.876,-0.19,9.606
1184619.116,0.988,-0.301,10.028
1184619.135,0.781,-0.235,9.644
1184619.154,1.065,-0.361,10.106
1184619.173,0.797,-0.336,9.752
1184619.189,0.778,-0.465,9.72
1184619.211,0.596,-0.428,9.634
1184619.229,0.224,-0.406,9.833
1184619.249,0.068,-0.284,9.85
1184619.268,-0.064,-0.447,10.31
1184619.286,-0.391,-0.489,9.96
1184619.305,-0.409,-0.527,10.328
1184619.324,-0.072,-0.569,10.003
1184619.343,0.519,-0.557,10.131
1184619.36,0.7,-0.488,9.862
1184619.382,0.889,-0.311,9.728
1184619.4,0.95,-0.343,10.081
1184619.419,0.665,-0.296,9.633
1184619.436,0.681,-0.307,10.13
1184619.457,0.597,-0.282,9.754
1184619.476,0.536,-0.224,10.039
1184619.493,0.414,-0.376,9.802
1184619.514,0.322,-0.382,9.765
1184619.533,0.406,-0.479,9.894
1184619.552,0.303,-0.401,9.766
1184619.57,0.458,-0.516,10.009
1184619.59,0.443,-0.325,9.827
1184619.609,0.485,-0.439,10.048
1184619.628,0.423,-0.29,9.619
1184619.646,0.462,-0.326,9.988
1184619.665,0.534,-0.199,9.698
1184619.684,0.629,-0.216,9.774
1184619.704,0.699,-0.245,9.803
1184619.722,0.686,-0.184,9.847
1184619.741,0.772,-0.314,9.956
1184619.76,0.612,-0.154,9.998
1184619.779,0.624,-0.366,9.925
1184619.798,0.512,-0.233,9.807
1184619.817,0.679,-0.35,9.842
1184619.836,0.734,-0.224,9.735
1184619.855,0.688,-0.312,10.038
1184619.874,0.584,-0.248,9.785
1184619.893,0.369,-0.3,9.841
1184619.912,0.267,-0.41,9.804
1184619.931,0.241,-0.34,9.914
1184619.95,0.149,-0.419,9.699
1184619.968,0.216,-0.278,9.803
1184619.988,0.321,-0.327,9.921
1184620.007,0.323,-0.246,9.779
1184620.025,0.45,-0.291,10.134
1184620.042,0.47,-0.221,9.748
1184620.063,0.528,-0.29,10.03
1184620.082,0.576,-0.436,9.911
1184620.099,0.677,-0.277,10.166
1184620.12,0.372,-0.356,9.762
1184620.139,0.408,-0.251,10.039
1184620.158,0.424,-0.391,9.948
1184620.174,0.341,-0.215,9.783
1184620.193,0.365,-0.436,9.833
1184620.215,0.253,-0.278,9.838
1184620.232,0.346,-0.366,9.961
1184620.253,0.399,-0.398,9.785
1184620.272,0.443,-0.373,9.857
1184620.291,0.57,-0.339,9.905
1184620.308,0.616,-0.321,10.01
1184620.329,0.606,-0.325,9.701
1184620.348,0.58,-0.311,9.87
1184620.366,0.626,-0.423,9.865
1184620.385,0.543,-0.348,9.929
1184620.404,0.539,-0.443,9.968
1184620.423,0.299,-0.32,9.886
1184620.442,0.464,-0.428,9.954
1184620.459,0.445,-0.309,9.759
1184620.478,0.558,-0.433,9.994
1184620.497,0.567,-0.342,9.675
1184620.516,0.625,-0.387,10.108
1184620.535,0.596,-0.376,9.687
1184620.554,0.558,-0.384,9.938
1184620.573,0.57,-0.468,9.795
1184620.592,0.461,-0.332,9.752
1184620.61,0.559,-0.494,9.917
1184620.629,0.324,-0.32,9.705
1184620.648,0.397,-0.461,9.993
1184620.667,0.267,-0.41,9.722
1184620.686,0.299,-0.373,10.017
1184620.705,0.166,-0.423,9.784
1184620.724,0.214,-0.367,9.955
1184620.743,0.3,-0.435,9.961
1184620.762,0.241,-0.355,9.982
1184620.781,0.463,-0.471,10.07
1184620.8,0.424,-0.376,10.055
1184620.819,0.395,-0.428,10.122
1184620.838,0.273,-0.369,9.852
1184620.857,0.466,-0.39,10.024
1184620.876,0.553,-0.33,9.65
1184620.895,0.708,-0.373,9.944
1184620.914,0.658,-0.391,9.67
1184620.933,0.679,-0.285,9.944
1184620.952,0.515,-0.411,9.687
1184620.97,0.399,-0.344,9.876
1184620.99,0.369,-0.466,9.883
1184621.008,0.224,-0.333,9.815
1184621.027,0.324,-0.508,9.96
1184621.046,0.277,-0.381,9.838
1184621.065,0.475,-0.501,10.174
1184621.084,0.427,-0.473,9.764
1184621.104,0.565,-0.401,10.045
1184621.122,0.504,-0.366,9.729
1184621.141,0.583,-0.369,9.816
1184621.16,0.437,-0.336,9.653
1184621.179,0.428,-0.41,9.979
1184621.198,0.371,-0.455,9.734
1184621.217,0.199,-0.435,9.797
1184621.236,0.328,-0.544,10.046
1184621.255,0.206,-0.41,9.815
1184621.274,0.283,-0.48,10.082
1184621.293,0.243,-0.364,9.685
1184621.312,0.478,-0.415,10.071
1184621.331,0.488,-0.315,9.714
1184621.349,0.685,-0.345,10.116
1184621.368,0.637,-0.319,9.659
1184621.387,0.68,-0.26,9.967
1184621.406,0.707,-0.405,9.771
1184621.425,0.649,-0.139,9.852
1184621.444,0.676,-0.437,9.852
1184621.463,0.546,-0.307,9.704
1184621.482,0.612,-0.474,9.955
1184621.501,0.44,-0.381,9.773
1184621.52,0.481,-0.479,10.027
1184621.539,0.309,-0.401,9.878
1184621.558,0.29,-0.344,10.12
1184621.578,0.299,-0.398,9.704
1184621.596,0.463,-0.355,9.986
1184621.615,0.497,-0.363,9.748
1184621.634,0.45,-0.303,10.028
1184621.652,0.478,-0.38,9.902
1184621.672,0.268,-0.452,10.076
1184621.69,0.289,-0.462,9.895
1184621.709,0.128,-0.443,9.893
1184621.728,0.45,-0.61,10.094
1184621.747,0.421,-0.518,9.743
1184621.766,0.606,-0.607,10.122
1184621.785,0.615,-0.418,9.75
1184621.804,0.573,-0.393,9.96
1184621.823,0.706,-0.433,9.78
1184621.842,0.589,-0.386,9.933
1184621.861,0.651,-0.473,9.868
1184621.88,0.511,-0.301,9.797
1184621.899,0.616,-0.405,10.189
1184621.919,0.385,-0.336,9.742
1184621.937,0.515,-0.539,10.087
1184621.956,0.472,-0.437,9.927
1184621.975,0.485,-0.529,10.109
1184621.994,0.409,-0.489,9.536
1184622.013,0.61,-0.555,9.942
1184622.032,0.628,-0.497,9.811
1184622.051,0.552,-0.461,9.935
1184622.07,0.434,-0.454,9.732
1184622.088,0.457,-0.474,9.942
1184622.107,0.602,-0.567,9.766
1184622.126,0.551,-0.429,9.664
1184622.145,0.562,-0.574,9.804
1184622.164,0.45,-0.423,9.714
1184622.183,0.525,-0.644,9.914
1184622.202,0.414,-0.489,9.775
1184622.221,0.474,-0.606,10.103
1184622.24,0.206,-0.564,9.748
1184622.259,0.322,-0.634,10.01
1184622.278,0.315,-0.704,9.921
1184622.297,0.364,-0.537,9.993
1184622.316,0.498,-0.684,9.927
1184622.335,0.486,-0.506,9.973
1184622.354,0.445,-0.605,9.927
1184622.373,0.344,-0.473,9.941
1184622.392,0.486,-0.57,9.992
1184622.411,0.345,-0.387,9.915
1184622.43,0.574,-0.473,9.956
1184622.448,0.58,-0.411,9.714
1184622.467,0.699,-0.471,9.948
1184622.487,0.695,-0.337,9.54
1184622.506,0.716,-0.417,9.888
1184622.524,0.877,-0.36,9.585
1184622.543,0.841,-0.39,9.914
1184622.562,0.735,-0.471,9.729
1184622.581,0.567,-0.439,9.908
1184622.6,0.494,-0.551,9.854
1184622.619,0.305,-0.477,9.833
1184622.638,0.363,-0.607,10.06
1184622.658,0.238,-0.484,9.765
1184622.676,0.359,-0.506,10.072
1184622.695,0.188,-0.451,9.702
1184622.714,0.251,-0.404,10.057
1184622.733,0.289,-0.48,9.74
1184622.752,0.341,-0.393,10.002
1184622.771,0.302,-0.478,9.821
1184622.79,0.242,-0.39,9.912
1184622.809,0.351,-0.424,9.859
1184622.828,0.414,-0.355,9.953
1184622.847,0.389,-0.351,9.819
1184622.865,0.347,-0.296,9.741
1184622.884,0.507,-0.325,9.874
1184622.903,0.547,-0.273,9.781
1184622.922,0.567,-0.326,9.947
1184622.941,0.528,-0.297,9.781
1184622.96,0.621,-0.288,10.089
1184622.979,0.59,-0.361,9.74
1184622.998,0.476,-0.352,9.902
1184623.017,0.566,-0.468,9.937
1184623.036,0.401,-0.366,9.938
1184623.055,0.555,-0.462,9.878
1184623.074,0.382,-0.329,9.851
1184623.093,0.48,-0.37,10.018
1184623.112,0.381,-0.305,9.747
1184623.131,0.486,-0.331,9.976
1184623.15,0.46,-0.329,9.858
1184623.169,0.481,-0.32,9.992
1184623.188,0.462,-0.442,9.698
1184623.207,0.405,-0.361,9.912
1184623.226,0.47,-0.439,9.942
1184623.244,0.333,-0.342,9.9
1184623.263,0.423,-0.472,9.801
1184623.282,0.26,-0.429,9.81
1184623.301,0.366,-0.497,9.935
1184623.32,0.257,-0.405,9.748
1184623.339,0.328,-0.428,9.976
1184623.36,0.289,-0.369,9.864
1184623.377,0.308,-0.363,10.093
1184623.396,0.334,-0.346,9.729
1184623.415,0.393,-0.327,9.963
1184623.434,0.546,-0.382,9.783
1184623.453,0.445,-0.299,9.902
1184623.474,0.54,-0.427,9.837
1184623.493,0.372,-0.288,9.846
1184623.51,0.596,-0.489,10.011
1184623.529,0.403,-0.312,9.76
1184623.548,0.547,-0.457,9.988
1184623.567,0.443,-0.398,9.7
1184623.589,0.586,-0.468,10.02
1184623.607,0.424,-0.495,9.683
1184623.626,0.49,-0.482,10.055
1184623.645,0.509,-0.464,9.793
1184623.662,0.42,-0.354,9.978
1184623.682,0.442,-0.356,9.707
1184623.701,0.442,-0.288,9.917
1184623.72,0.633,-0.378,9.753
1184623.737,0.566,-0.238,9.901
1184623.759,0.661,-0.367,9.755
1184623.777,0.481,-0.275,9.807
1184623.796,0.58,-0.434,9.859
1184623.815,0.419,-0.39,9.791
1184623.833,0.468,-0.502,9.942
1184623.852,0.37,-0.417,9.9
1184623.87,0.431,-0.417,9.978
1184623.891,0.305,-0.342,9.784
1184623.91,0.474,-0.362,9.967
1184623.927,0.442,-0.235,9.661
1184623.946,0.428,-0.273,9.895
1184623.966,0.405,-0.139,9.641
1184623.986,0.418,-0.089,9.834
1184624.002,0.316,-0.084,9.651
1184624.021,0.309,-0.038,9.912
1184624.042,0.222,-0.052,9.752
1184624.059,0.199,-0.015,9.999
1184624.078,0.12,-0.05,9.842
1184624.099,0.192,0.004,10.084
1184624.118,0.311,0.029,9.815
1184624.135,0.357,0.119,10.003
1184624.156,0.545,0.012,9.698
1184624.175,0.499,0.129,9.959
1184624.193,0.565,0.064,9.78
1184624.211,0.527,0.094,9.929
1184624.23,0.449,0.017,9.697
1184624.249,0.411,0.066,9.982
1184624.269,0.346,0.035,9.768
1184624.289,0.406,0.097,9.986
1184624.308,0.407,0.014,9.789
1184624.327,0.451,0.064,10.017
1184624.345,0.425,0.029,9.786
1184624.365,0.442,0.071,9.979
1184624.381,0.439,0.022,9.785
1184624.4,0.407,0.045,9.913
1184624.42,0.457,0.011,9.704
1184624.44,0.409,0.016,9.857
1184624.461,0.522,0.005,9.687
1184624.476,0.407,-0.028,9.914
1184624.495,0.346,0.032,9.77
1184624.514,0.26,0.002,9.961
1184624.535,0.303,-0.014,9.817
1184624.553,0.199,0.005,9.972
1184624.573,0.213,-0.023,9.839
1184624.59,0.172,0.035,9.956
1184624.609,0.303,0.016,9.877
1184624.63,0.395,0.078,9.86
1184624.65,0.42,0.097,9.78
1184624.667,0.419,0.111,9.833
1184624.687,0.346,0.094,9.841
1184624.706,0.284,0.009,9.966
1184624.725,0.254,0.038,9.847
1184624.741,0.128,0.022,9.889
1184624.762,0.268,-0.038,9.807
1184624.781,0.199,-0.021,9.912
1184624.799,0.176,-0.011,9.838
1184624.82,0.26,-0.045,9.839
1184624.836,0.174,0.023,9.904
1184624.856,0.271,0.02,9.857
1184624.874,0.224,0.057,9.81
1184624.894,0.339,0.108,9.73
1184624.914,0.251,0.106,9.988
1184624.931,0.314,0.161,9.936
1184624.95,0.598,0.091,9.577
1184624.971,0.372,0.167,9.828
1184624.988,0.574,0.078,9.86
1184625.008,0.476,0.062,9.762
1184625.028,0.485,0.078,9.756
1184625.047,0.306,0.066,9.81
1184625.066,0.222,0.065,10.097
1184625.085,0.196,0.121,9.796
1184625.102,0.311,0.089,9.982
1184625.12,0.271,0.139,9.784
1184625.139,0.442,0.136,9.982
1184625.158,0.564,0.167,9.663
1184625.177,0.616,0.148,9.797
1184625.198,0.692,0.13,9.549
1184625.215,0.699,0.212,9.914
1184625.236,0.574,0.158,9.718
1184625.253,0.463,0.132,9.988
1184625.272,0.384,0.093,9.779
1184625.292,0.425,0.06,10.021
1184625.31,0.378,0.01,9.688
1184625.331,0.338,0.064,9.982
1184625.348,0.463,0.112,9.725
1184625.367,0.493,0.143,9.963
1184625.385,0.432,0.096,9.78
1184625.404,0.367,0.087,10.024
1184625.423,0.39,0.099,9.844
1184625.442,0.342,0.152,10.032
1184625.461,0.338,0.176,9.78
1184625.48,0.377,0.197,9.89
1184625.499,0.488,0.048,9.741
1184625.518,0.494,0.108,9.925
1184625.537,0.518,0.088,9.743
1184625.556,0.509,0.169,9.929
1184625.575,0.562,0.085,9.826
1184625.594,0.469,0.058,9.972
1184625.613,0.381,0.027,9.779
1184625.634,0.359,0.045,9.923
1184625.653,0.419,-0.007,9.901
1184625.67,0.446,-0.007,9.951
1184625.689,0.491,-0.179,9.826
1184625.708,0.51,-0.233,9.923
1184625.727,0.516,-0.458,9.918
1184625.746,0.493,-0.407,9.987
1184625.765,0.558,-0.529,9.965
1184625.783,0.51,-0.503,9.871
1184625.802,0.51,-0.665,9.936
1184625.821,0.403,-0.653,9.87
1184625.84,0.516,-0.68,9.931
1184625.859,0.474,-0.596,9.878
1184625.878,0.585,-0.708,9.919
1184625.897,0.504,-0.635,9.789
1184625.916,0.633,-0.698,9.804
1184625.935,0.558,-0.744,9.734
1184625.954,0.603,-0.875,9.832
1184625.973,0.521,-0.888,9.74
1184625.992,0.561,-0.989,9.876
1184626.011,0.561,-0.954,9.825
1184626.03,0.588,-1.039,9.997
1184626.051,0.594,-1.055,9.877
1184626.07,0.588,-1.185,9.974
1184626.089,0.677,-1.213,9.707
1184626.108,0.752,-1.194,9.837
1184626.127,0.705,-0.991,9.633
1184626.145,0.629,-0.73,9.825
1184626.165,0.467,-0.354,9.625
1184626.184,0.072,0.034,9.774
1184626.202,0.082,0.1,9.68
1184626.219,0.165,0.413,9.833
1184626.24,0.032,0.619,9.553
1184626.259,0.107,0.845,9.735
1184626.277,0.198,1.074,9.582
1184626.297,0.341,1.081,9.905
1184626.316,0.549,1.195,9.71
1184626.335,0.7,0.967,9.915
1184626.352,0.308,1.003,9.823
1184626.373,0.317,0.777,10.185
1184626.392,0.213,0.641,9.997
1184626.409,0.272,0.479,10.326
1184626.43,0.297,0.307,10.046
1184626.449,0.473,0.283,10.274
1184626.468,0.51,0.225,9.925
1184626.485,0.551,0.26,10.029
1184626.506,0.495,0.313,9.77
1184626.525,0.428,0.245,10.058
1184626.543,0.418,0.29,9.759
1184626.562,0.383,0.18,10.022
1184626.581,0.247,0.257,9.738
1184626.6,0.206,0.202,9.96
1184626.619,0.231,0.19,9.649
1184626.638,0.216,0.172,9.848
1184626.657,0.365,0.175,9.595
1184626.677,0.378,0.169,9.714
1184626.695,0.411,0.151,9.574
1184626.714,0.46,0.112,9.689
1184626.733,0.48,0.145,9.579
1184626.752,0.423,0.146,9.813
1184626.771,0.369,0.217,9.779
1184626.79,0.315,0.197,9.886
1184626.809,0.296,0.242,9.877
1184626.828,0.22,0.239,9.883
1184626.847,0.366,0.193,9.908
1184626.866,0.285,0.224,9.898
1184626.884,0.352,0.167,9.902
1184626.904,0.305,0.217,9.894
1184626.922,0.366,0.199,9.938
1184626.941,0.345,0.307,9.909
1184626.96,0.377,0.251,9.924
1184626.979,0.303,0.357,9.848
1184626.998,0.419,0.251,9.884
1184627.016,0.366,0.304,9.786
1184627.036,0.413,0.218,9.81
1184627.055,0.396,0.297,9.732
1184627.072,0.425,0.236,9.859
1184627.091,0.366,0.284,9.691
1184627.112,0.345,0.196,9.874
1184627.131,0.296,0.217,9.728
1184627.147,0.352,0.172,9.957
1184627.169,0.245,0.234,9.737
1184627.188,0.286,0.206,9.968
1184627.207,0.241,0.251,9.808
1184627.223,0.314,0.194,10.01
1184627.245,0.32,0.251,9.762
1184627.264,0.361,0.217,9.986
1184627.281,0.375,0.255,9.755
1184627.301,0.341,0.242,9.991
1184627.32,0.379,0.247,9.72
1184627.339,0.348,0.213,9.927
1184627.358,0.36,0.236,9.712
1184627.377,0.34,0.243,9.993
1184627.396,0.314,0.223,9.734
1184627.416,0.249,0.24,9.993
1184627.434,0.225,0.215,9.786
1184627.453,0.278,0.272,9.975
1184627.472,0.255,0.243,9.777
1184627.492,0.324,0.283,9.947
1184627.51,0.323,0.224,9.732
1184627.529,0.393,0.309,9.961
1184627.548,0.397,0.308,9.692
1184627.567,0.494,0.363,9.898
1184627.586,0.474,0.363,9.761
1184627.605,0.537,0.4,9.875
1184627.623,0.449,0.353,9.75
1184627.642,0.464,0.391,9.874
1184627.661,0.355,0.303,9.785
1184627.68,0.341,0.344,9.878
1184627.699,0.314,0.247,9.741
1184627.718,0.304,0.322,9.851
1184627.737,0.277,0.197,9.84
1184627.756,0.277,0.321,9.884
1184627.775,0.16,0.179,9.839
1184627.794,0.182,0.267,9.84
1184627.813,0.232,0.218,9.848
1184627.831,0.312,0.288,9.783
1184627.851,0.297,0.271,9.837
1184627.87,0.315,0.333,9.783
1184627.887,0.302,0.328,9.921
1184627.908,0.308,0.334,9.798
1184627.927,0.304,0.29,9.927
1184627.946,0.294,0.265,9.787
1184627.962,0.275,0.225,9.924
1184627.984,0.272,0.254,9.743
1184628.003,0.278,0.302,9.881
1184628.02,0.241,0.31,9.787
1184628.039,0.351,0.318,9.963
1184628.059,0.284,0.306,9.749
1184628.078,0.241,0.309,9.95
1184628.096,0.312,0.274,9.755
1184628.116,0.351,0.279,9.99
1184628.135,0.335,0.217,9.728
1184628.154,0.342,0.243,9.949
1184628.173,0.32,0.243,9.746
1184628.192,0.345,0.314,9.973
1184628.211,0.273,0.297,9.767
1184628.227,0.291,0.307,9.947
1184628.249,0.293,0.229,9.731
1184628.268,0.261,0.252,9.935
1184628.287,0.309,0.191,9.753
1184628.306,0.271,0.227,9.927
1184628.325,0.303,0.202,9.717
1184628.342,0.2,0.274,10.006
1184628.362,0.222,0.235,9.786
1184628.381,0.168,0.291,9.974
1184628.4,0.21,0.231,9.755
1184628.419,0.265,0.278,9.937
1184628.438,0.289,0.252,9.734
1184628.457,0.292,0.307,9.872
1184628.476,0.347,0.31,9.816
1184628.495,0.275,0.351,9.92
1184628.514,0.242,0.29,9.79
1184628.533,0.202,0.246,9.895
1184628.552,0.145,0.181,9.863
1184628.57,0.135,0.142,9.883
1184628.59,0.129,0.173,9.809
1184628.609,0.139,0.2,9.908
1184628.626,0.274,0.272,9.823
1184628.647,0.26,0.272,9.865
1184628.666,0.286,0.296,9.779
1184628.685,0.187,0.27,9.85
1184628.701,0.35,0.266,9.79
1184628.723,0.278,0.272,9.889
1184628.741,0.25,0.191,9.793
1184628.758,0.251,0.236,9.837
1184628.779,0.242,0.233,9.86
1184628.798,0.196,0.332,9.943
1184628.817,0.272,0.258,9.809
1184628.835,0.292,0.279,9.906
1184628.855,0.265,0.205,9.804
1184628.874,0.289,0.273,9.872
1184628.893,0.271,0.206,9.789
1184628.912,0.261,0.278,9.914
1184628.931,0.327,0.204,9.819
1184628.95,0.261,0.292,9.905
1184628.969,0.231,0.217,9.789
1184628.988,0.222,0.266,9.884
1184629.007,0.291,0.197,9.765
1184629.026,0.207,0.292,9.931
1184629.044,0.235,0.207,9.766
1184629.064,0.255,0.265,9.894
1184629.083,0.172,0.186,9.838
1184629.101,0.236,0.278,9.932
1184629.12,0.25,0.231,9.785
1184629.139,0.31,0.313,9.856
1184629.158,0.328,0.27,9.808
1184629.177,0.253,0.3,9.905
1184629.196,0.29,0.212,9.774
1184629.215,0.257,0.253,9.851
1184629.231,0.336,0.197,9.856
1184629.253,0.242,0.223,9.842
1184629.272,0.321,0.239,9.786
1184629.291,0.445,0.224,9.712
1184629.31,0.612,0.292,9.772
1184629.329,0.529,0.312,9.694
1184629.348,0.206,0.356,9.825
1184629.366,0.302,0.258,9.743
1184629.386,0.366,0.199,9.872
1184629.405,0.237,0.111,9.791
1184629.424,0.04,0.089,9.933
1184629.441,-0.246,-0.022,9.868
1184629.461,-0.151,-0.016,10.018
1184629.48,-0.348,0.063,9.909
1184629.497,-0.276,0.05,9.982
1184629.518,-0.182,0.102,9.796
1184629.537,-0.171,0.161,10.02
1184629.556,-0.183,0.064,9.77
1184629.573,-0.182,0.13,9.98
1184629.594,-0.129,0.088,9.805
1184629.613,-0.056,0.083,9.937
1184629.63,-0.137,0.115,9.79
1184629.651,-0.203,0.157,9.974
1184629.67,-0.213,0.136,9.832
1184629.689,-0.212,0.089,9.985
1184629.708,-0.189,-0.017,9.911
1184629.727,-0.39,0.021,10.006
1184629.746,-0.356,0.06,9.942
1184629.765,-0.151,0.029,9.898
1184629.784,0.23,0.101,9.7
1184629.803,0.139,0.117,9.752
1184629.821,0.285,0.227,9.722
1184629.84,0.214,0.234,9.77
1184629.859,0.229,0.198,9.816
1184629.878,0.16,0.163,9.766
1184629.897,0.099,0.101,9.907
1184629.916,0.035,-0.023,9.841
1184629.935,-0.131,0.041,9.908
1184629.954,-0.219,0.005,9.886
1184629.973,-0.265,0.075,10.036
1184629.992,-0.286,0.016,9.886
1184630.011,-0.428,0.103,10.151
1184630.03,-0.252,0.04,9.856
1184630.049,-0.054,0.06,9.967
1184630.068,0.005,0.071,9.783
1184630.087,-0.066,0.182,9.907
1184630.105,0.023,0.131,9.789
1184630.125,0.29,0.114,9.821
1184630.144,0.37,0.174,9.667
1184630.163,0.21,0.13,9.944
1184630.18,0.195,0.066,9.803
1184630.2,-0.014,0.107,10.009
1184630.219,0.021,0.054,9.792
1184630.236,0.047,0.099,9.954
1184630.255,0.049,0.13,9.835
1184630.274,0.216,0.23,9.938
1184630.295,0.144,0.102,9.884
1184630.312,0.245,0.161,9.908
1184630.333,0.397,0.161,9.793
1184630.352,0.297,0.212,9.941
1184630.37,0.261,0.157,9.744
1184630.39,0.466,0.193,9.77
1184630.409,0.476,0.2,9.741
1184630.428,0.387,0.194,9.731
1184630.446,0.382,0.312,9.725
1184630.466,0.464,0.217,9.7
1184630.485,0.46,0.257,9.723
1184630.504,0.303,0.2,9.795
1184630.523,0.127,0.17,9.813
1184630.542,-0.379,0.054,10.166
1184630.56,-0.259,-0.017,9.877
1184630.58,0.539,-0.093,9.487
1184630.598,0.878,-0.094,9.591
1184630.617,0.409,-0.202,9.693
1184630.636,-0.984,-0.162,10.103
1184630.655,-1.741,-0.407,10.474
1184630.674,-1.319,-0.325,10.233
1184630.693,-1.154,-0.288,10.04
1184630.712,-1.154,-0.053,10.048
1184630.731,-1.201,0.174,9.95
1184630.75,-0.623,0.227,9.929
1184630.769,0.194,0.23,9.712
1184630.788,0.36,0.212,9.872
1184630.807,0.412,0.152,9.73
1184630.826,0.665,0.071,9.816
1184630.845,0.999,-0.061,9.683
1184630.864,0.909,0.012,9.82
1184630.883,0.712,-0.031,9.762
1184630.899,0.614,-0.021,9.886
1184630.92,0.399,0.166,9.78
1184630.939,-0.097,0.126,9.947
1184630.958,-0.438,0.076,9.736
1184630.975,-0.297,-0.005,10.244
1184630.996,0.108,-0.119,9.893
1184631.015,0.335,-0.038,9.965
1184631.034,0.378,-0.003,9.73
1184631.05,0.46,-0.035,10.388
1184631.072,0.545,0.225,9.596
1184631.091,0.472,0.291,9.954
1184631.108,0.261,-0.001,9.687
1184631.129,0.333,0.2,9.872
1184631.148,0.607,0.137,9.972
1184631.167,0.677,0.13,9.821
1184631.185,0.608,0.075,9.576
1184631.205,0.378,0.111,9.612
1184631.224,0.256,0.115,9.791
1184631.243,0.275,0.102,10.022
1184631.262,0.425,0.123,10.054
1184631.281,0.543,0.044,9.826
1184631.299,0.59,0.089,9.728
1184631.319,0.519,0.143,10.09
1184631.337,0.227,0.133,9.87
1184631.356,0.277,0.139,9.663
1184631.376,0.572,0.269,9.665
1184631.394,0.719,0.285,10.016
1184631.413,0.509,0.018,9.808
1184631.432,0.272,-0.16,9.668
1184631.451,0.273,0.001,9.988
1184631.47,0.284,0.026,9.899
1184631.489,0.181,0.152,9.927
1184631.508,0.195,0.085,9.864
1184631.527,0.267,0.066,9.95
1184631.546,0.358,0.079,9.845
1184631.565,0.519,0.13,9.935
1184631.584,0.531,0.129,9.744
1184631.603,0.524,0.138,9.829
1184631.622,0.438,0.114,9.747
1184631.641,0.415,0.154,9.881
1184631.659,0.304,0.14,9.734
1184631.678,0.364,0.173,9.899
1184631.697,0.266,0.154,9.707
1184631.714,0.213,0.117,9.853
1184631.735,0.269,0.146,9.829
1184631.754,0.302,0.162,9.948
1184631.773,0.321,0.255,9.874
1184631.789,0.284,0.328,10.071
1184631.811,0.251,0.345,9.883
1184631.83,0.278,0.26,9.986
1184631.847,0.283,0.173,9.803
1184631.868,0.092,0.103,9.947
1184631.887,0.117,0.059,9.707
1184631.906,-0.026,0.088,9.938
1184631.923,0.012,0.112,9.846
1184631.944,0.181,0.13,9.925
1184631.963,0.271,0.066,9.749
1184631.981,0.382,0.125,9.874
1184632.001,0.446,0.023,9.792
1184632.019,0.277,0.029,9.868
1184632.038,0.168,-0.157,9.809
1184632.057,0.07,0.126,9.984
1184632.076,0.052,0.007,9.866
1184632.095,0.17,0.008,9.858
1184632.115,0.217,-0.077,9.868
1184632.133,0.174,-0.059,9.931
1184632.152,0.312,-0.005,9.774
1184632.171,0.409,0.03,9.803
1184632.188,0.406,0.062,9.798
1184632.209,0.376,-0.037,9.85
1184632.228,0.283,0.133,9.847
1184632.247,0.214,0.097,9.851
1184632.266,0.073,0.233,9.908
1184632.285,0.037,0.16,9.917
1184632.304,0.05,0.233,9.892
1184632.323,0.169,0.169,9.796
1184632.342,0.247,0.209,9.857
1184632.361,0.268,0.115,9.717
1184632.379,0.274,0.216,9.827
1184632.398,0.237,0.099,9.737
1184632.417,0.208,0.112,9.939
1184632.436,0.23,0.038,9.84
1184632.454,0.146,0.139,9.986
1184632.474,0.204,0.136,9.85
1184632.493,0.239,0.135,10
1184632.512,0.198,0.167,9.799
1184632.529,0.207,0.15,9.959
1184632.55,0.202,0.144,9.789
1184632.569,0.165,0.089,10.047
1184632.585,0.206,0.091,9.706
1184632.607,0.224,0.084,9.87
1184632.626,0.227,0.111,9.78
1184632.645,0.12,0.133,9.945
1184632.662,0.03,0.1,9.784
1184632.683,0.049,0.038,9.978
1184632.702,0.169,0.081,9.753
1184632.72,0.168,0.038,9.945
1184632.74,0.011,0.076,9.777
1184632.758,-0.087,0.072,9.965
1184632.777,0.079,0.068,9.796
1184632.796,0.165,0.119,9.987
1184632.815,0.103,0.087,9.819
1184632.834,0.005,0.096,10.009
1184632.854,0.133,0.129,9.846
1184632.872,0.155,0.107,9.967
1184632.891,0.182,0.09,9.76
1184632.91,0.192,0.099,9.888
1184632.93,0.263,0.094,9.777
1184632.948,0.299,0.076,9.909
1184632.967,0.274,0.1,9.758
