Time,X,Y,Z
1184542.13,0.737,1.737,8.943
1184542.149,1.418,1.373,9.174
1184542.168,1.84,1.215,9.024
1184542.187,1.912,1.123,9.202
1184542.206,1.797,1.197,9.677
1184542.226,1.413,1.473,9.332
1184542.244,1.198,1.598,9.682
1184542.263,1.36,1.734,9.947
1184542.282,1.672,1.715,9.766
1184542.301,1.942,1.49,10.116
1184542.319,2.042,1.448,9.551
1184542.338,1.852,1.384,9.28
1184542.357,1.297,1.095,8.915
1184542.376,1.734,1.23,9.54
1184542.395,2.027,0.805,10.169
1184542.414,1.369,0.913,9.261
1184542.433,1.071,1.192,10.156
1184542.452,0.966,1.348,10.816
1184542.471,0.653,1.378,11.364
1184542.49,0.232,1.216,10.215
1184542.509,-0.031,1.38,9.671
1184542.528,0.241,1.32,9.281
1184542.547,1.098,0.944,9.011
1184542.564,1.471,0.857,8.128
1184542.585,2.269,1.124,8.195
1184542.604,2.884,1.228,9.226
1184542.621,2.571,1.342,8.754
1184542.642,2.145,1.407,9.714
1184542.661,1.571,1.727,9.676
1184542.679,0.889,1.93,10.017
1184542.696,0.145,1.739,10.499
1184542.717,-0.256,1.747,9.339
1184542.736,0.126,1.228,10.404
1184542.753,0.746,0.898,9.701
1184542.774,1.023,0.699,9.217
1184542.793,1.503,1.008,10.24
1184542.812,1.609,1.246,10.434
1184542.83,1.484,1.336,10.959
1184542.85,1.104,1.527,9.439
1184542.866,0.656,1.606,10.082
1184542.888,0.878,2.056,10.069
1184542.907,1.029,1.721,10.189
1184542.926,0.984,1.21,9.231
1184542.945,1.061,1.088,9.084
1184542.964,1.134,0.905,9.054
1184542.983,0.891,0.863,8.92
1184543.002,0.785,0.921,9.542
1184543.021,0.518,0.889,9.694
1184543.039,0.035,0.879,9.281
1184543.058,-0.275,1.061,10.071
1184543.077,-0.426,0.947,10.754
1184543.096,-0.39,1.18,11.387
1184543.115,-0.885,1.082,10.45
1184543.134,-1.019,1.357,9.723
1184543.153,-0.533,1.321,9.463
1184543.172,0.7,1.264,9.9
1184543.191,1.92,1.083,8.919
1184543.21,2.224,1.226,7.768
1184543.229,2.51,1.386,8.948
1184543.248,2.135,1.674,9.908
1184543.267,1.353,1.349,10.163
1184543.286,0.848,1.193,10.039
1184543.303,0.198,1.467,9.668
1184543.324,-0.259,1.349,9.527
1184543.343,-0.594,1.333,10.006
1184543.36,-0.425,1.033,10.396
1184543.381,-0.182,0.989,9.507
1184543.399,-0.063,1.137,9.978
1184543.418,0.238,1.327,11.033
1184543.435,0.098,1.343,10.313
1184543.456,-0.017,1.445,9.96
1184543.475,0.171,1.263,9.218
1184543.492,0.649,1.491,9.762
1184543.513,0.925,0.887,9.26
1184543.532,1.101,0.788,9.182
1184543.551,1.02,0.698,9.657
1184543.569,0.994,1.074,9.486
1184543.589,0.58,1.116,9.486
1184543.608,0.193,1.241,9.649
1184543.627,0.178,1.398,10.396
1184543.646,-0.16,1.198,9.974
1184543.665,-0.288,1.254,9.835
1184543.684,-0.328,1.397,9.657
1184543.703,-0.011,1.435,9.73
1184543.722,0.681,1.179,9.239
1184543.741,1.455,1.184,9.102
1184543.76,1.887,1.035,8.94
1184543.778,1.902,1.114,9.152
1184543.797,1.49,1.204,9.426
1184543.816,1.042,1.363,10.008
1184543.835,0.845,1.485,10.072
1184543.854,0.315,1.206,10.081
1184543.87,-0.102,1.373,9.686
1184543.892,-0.415,1.441,10.413
1184543.911,-0.751,1.403,9.962
1184543.93,-0.598,1.179,10.785
1184543.949,-0.006,1.18,10.179
1184543.968,0.312,1.044,10.13
1184543.987,0.501,1.041,9.597
1184544.006,0.7,1.224,9.563
1184544.023,0.809,1.256,10.057
1184544.042,1.255,1.281,9.81
1184544.061,1.35,1.191,10.029
1184544.079,1.314,1.312,9.107
1184544.099,0.695,1.272,9.145
1184544.12,0.665,1.239,9.86
1184544.138,0.564,1.063,9.573
1184544.157,0.543,1.247,9.948
1184544.175,0.217,1.196,9.402
1184544.195,0.33,1.407,9.826
1184544.214,0.189,1.25,9.789
1184544.231,0.365,1.427,9.645
1184544.252,1.043,1.441,9.786
1184544.271,0.992,1.513,8.982
1184544.29,0.924,1.768,10.078
1184544.307,0.499,1.46,8.613
1184544.328,0.702,1.536,9.945
1184544.347,0.629,0.848,9.126
1184544.365,0.558,1.032,9.469
1184544.385,0.474,0.903,10.381
1184544.404,0.265,1.187,10.29
1184544.423,-0.289,1.18,10.837
1184544.441,-0.744,1.348,10.657
1184544.461,-0.529,1.419,10.605
1184544.48,-0.676,1.132,9.915
1184544.499,-0.198,1.232,9.943
1184544.517,0.696,1.345,9.4
1184544.536,1.122,1.312,9.54
1184544.555,1.632,1.397,9.267
1184544.574,2.111,1.22,9.017
1184544.593,1.843,0.992,8.266
1184544.612,1.393,1.017,8.674
1184544.631,1.088,1.025,9.311
1184544.65,1.042,0.948,9.784
1184544.669,0.64,0.918,10.145
1184544.688,0.235,1.027,10.166
1184544.707,-0.303,1.345,10.289
1184544.726,-0.713,1.442,10.041
1184544.745,-0.917,1.775,10.053
1184544.764,-0.338,1.513,9.816
1184544.783,0.355,1.721,10.198
1184544.802,0.766,1.299,9.865
1184544.821,0.612,1.228,9.426
1184544.839,0.659,1.448,9.522
1184544.859,0.606,1.327,9.685
1184544.875,0.688,1.387,10.164
1184544.896,0.403,0.989,9.98
1184544.914,0.041,1.161,10.266
1184544.934,0.223,1.082,10.393
1184544.953,0.189,1.128,9.876
1184544.969,0.168,1.232,10.061
1184544.991,0.591,1.403,10.243
1184545.01,0.961,1.367,9.717
1184545.029,0.763,1.09,8.799
1184545.046,0.83,1.003,9.193
1184545.067,1.112,0.749,9.552
1184545.086,1.256,0.657,10.205
1184545.104,1.029,0.557,10.207
1184545.124,0.45,0.738,9.908
1184545.143,-0.402,0.259,9.115
1184545.162,0.06,0.327,10.039
1184545.18,0.333,0.105,9.585
1184545.2,0.708,0.284,9.527
1184545.219,1.07,0.377,10.125
1184545.238,1.24,0.504,9.898
1184545.256,0.646,0.665,10.386
1184545.275,0.43,0.56,10.203
1184545.294,0.262,0.487,9.22
1184545.311,0.419,0.26,9.831
1184545.332,0.756,0.259,10.059
1184545.351,0.468,0.102,10.047
1184545.37,0.241,0.203,9.882
1184545.389,0.363,0.685,10.707
1184545.408,0.297,0.547,10.722
1184545.427,0.105,0.55,9.716
1184545.446,0.385,0.531,9.243
1184545.465,1.098,0.37,9.503
1184545.484,1.844,-0.028,9.06
1184545.503,1.757,-0.361,9.57
1184545.522,1.291,-0.323,9.241
1184545.541,0.993,-0.171,9.863
1184545.56,0.908,-0.258,9.781
1184545.578,0.388,0.014,10.404
1184545.598,-0.204,0.13,10.227
1184545.616,-0.922,0.339,10.112
1184545.635,-1.175,0.467,10.115
1184545.653,-0.785,0.278,10.327
1184545.673,-0.183,0.14,9.615
1184545.692,0.469,-0.032,9.259
1184545.709,1.277,0.004,9.846
1184545.73,1.325,-0.027,8.933
1184545.749,1.188,0.083,8.721
1184545.768,1.32,0.045,9.76
1184545.784,1.351,0.047,9.399
1184545.806,0.629,0.222,9.834
1184545.825,0.284,-0.081,10.083
1184545.842,-0.115,0.236,10.121
1184545.863,-0.361,0.182,10.076
1184545.879,-0.341,0.107,9.93
1184545.901,0.078,-0.057,9.975
1184545.919,0.456,-0.141,9.613
1184545.939,0.639,-0.221,9.482
1184545.957,0.897,-0.045,10.376
1184545.976,0.625,0.027,10.167
1184545.995,0.259,0.119,9.793
1184546.014,0.436,0.17,10.489
1184546.033,0.463,0.291,9.744
1184546.053,0.31,0.259,9.863
1184546.071,0.549,0.069,9.714
1184546.09,0.687,0.085,9.561
1184546.11,0.853,0.114,9.612
1184546.128,1.064,0.125,9.248
1184546.147,1.581,0.26,9.445
1184546.166,1.858,0.339,9.594
1184546.185,1.932,0.45,9.626
1184546.204,1.626,0.465,9.814
1184546.223,0.84,0.516,9.974
1184546.242,0.626,0.114,9.942
1184546.261,0.658,-0.039,9.807
1184546.28,0.568,-0.238,9.937
1184546.299,0.339,-0.258,10.175
1184546.317,0.267,-0.117,10.378
1184546.337,0.099,-0.133,10.682
1184546.355,0.012,0.038,11.027
1184546.374,0.157,0.203,10.672
1184546.393,-0.097,0.312,10.093
1184546.412,0.352,0.466,9.726
1184546.431,1.175,0.437,9.385
1184546.448,1.727,0.337,9.68
1184546.469,2.325,-0.193,9.632
1184546.488,2.264,-0.384,9.234
1184546.507,2.24,-0.017,9.692
1184546.523,1.404,-0.013,9.524
1184546.545,0.741,0.365,10.012
1184546.564,0.741,0.575,10.253
1184546.581,0.407,0.589,9.613
1184546.601,0.03,0.686,9.469
1184546.621,0.448,0.648,10.623
1184546.64,0.71,0.473,9.506
1184546.657,0.618,0.3,9.62
1184546.678,1.351,-0.1,10.277
1184546.696,1.218,0.407,10.273
1184546.715,0.738,0.081,10.407
1184546.734,0.507,0.099,10.089
1184546.753,0.781,0.529,10.973
1184546.772,0.795,0.267,11.161
1184546.791,0.449,0.711,10.687
1184546.81,0.497,0.353,9.96
1184546.829,0.409,0.24,8.841
1184546.849,0.889,-0.069,8.69
1184546.867,2.047,-0.161,9.388
1184546.883,2.66,-0.508,9.12
1184546.905,2.472,-0.617,8.879
1184546.925,1.978,-0.404,9.18
1184546.943,1.904,-0.302,9.852
1184546.962,1.315,-0.139,9.663
1184546.981,0.332,-0.356,9.305
1184547,0.591,-0.366,9.729
1184547.019,0.448,-0.626,9.698
1184547.038,0.085,-1.051,10.006
1184547.056,0.038,-0.624,10.039
1184547.075,0.032,-1.042,9.674
1184547.094,0.047,-0.482,10.547
1184547.113,0.585,-0.032,10.273
1184547.132,0.65,-0.038,10.447
1184547.151,0.54,0.296,9.792
1184547.17,1.478,0.376,9.868
1184547.188,2.065,0.772,9.837
1184547.208,2.637,0.423,9.584
1184547.227,2.709,0.235,8.857
1184547.246,2.342,-0.137,8.994
1184547.263,1.92,-0.004,9.624
1184547.284,1.77,-0.368,9.515
1184547.303,1.37,-0.179,10.432
1184547.319,1.478,-0.317,10.64
1184547.341,0.906,-0.105,10.899
1184547.36,0.149,-0.153,11.216
1184547.379,-0.178,0.385,10.819
1184547.396,-0.228,0.191,9.816
1184547.417,0.893,-0.111,9.095
1184547.435,2.204,-0.474,9.609
1184547.453,2.354,-0.396,9.953
1184547.473,1.845,-0.448,9.309
1184547.492,1.45,-0.419,9.775
1184547.511,1.429,-0.312,9.426
1184547.53,1.319,-0.509,9.289
1184547.549,1.351,-0.46,10.198
1184547.568,1.49,-0.581,9.948
1184547.588,1.392,-0.538,9.406
1184547.606,1.139,-0.667,8.849
1184547.625,1.466,-1.028,9.223
1184547.644,2.064,-1.027,9.884
1184547.664,2.331,-0.937,9.704
1184547.68,2.111,-0.803,9.614
1184547.699,1.767,-0.427,9.446
1184547.717,1.484,-0.227,9.748
1184547.736,1.425,-0.204,9.869
1184547.755,1.231,-0.489,9.04
1184547.774,1.322,-0.75,9.311
1184547.793,1.625,-0.717,9.588
1184547.812,1.643,-0.874,9.913
1184547.831,1.024,-0.585,9.414
1184547.85,0.646,-0.696,9.661
1184547.869,0.395,-0.876,9.858
1184547.887,0.875,-1.024,10.072
1184547.907,1.194,-1.325,10.276
1184547.926,1.37,-0.866,10.673
1184547.945,1.386,-0.641,10.181
1184547.964,1.724,-0.378,10.213
1184547.983,2.179,-0.129,9.959
1184548.002,2.288,-0.2,10.192
1184548.021,2.328,-0.279,9.754
1184548.039,2.302,-0.571,9.717
1184548.059,1.934,-0.599,9.485
1184548.077,1.857,-0.531,9.378
1184548.096,1.492,-0.864,9.052
1184548.115,1.404,-0.577,9.591
1184548.134,1.529,-0.738,9.851
1184548.153,1.18,-0.899,9.838
1184548.172,1.076,-0.918,9.957
1184548.191,0.564,-1.042,9.76
1184548.21,0.791,-1.046,10.203
1184548.229,1.017,-1.027,10.166
1184548.248,1.286,-0.78,9.965
1184548.268,1.498,-0.752,9.758
1184548.286,1.484,-0.437,9.513
1184548.305,1.717,-0.396,9.817
1184548.324,1.432,-0.384,9.243
1184548.343,1.398,-0.34,9.539
1184548.362,1.249,-0.272,9.195
1184548.381,1.382,-0.047,9.844
1184548.399,1.383,-0.135,10.069
1184548.418,1.283,-0.157,10.039
1184548.437,1.303,-0.284,10.404
1184548.456,1.112,-0.454,10.335
1184548.475,1.09,-0.708,9.539
1184548.494,1.216,-0.891,9.339
1184548.513,1.717,-0.842,10.084
1184548.532,2.097,-0.695,9.813
1184548.551,2.004,-0.693,10.419
1184548.57,1.545,-0.307,10.04
1184548.589,1.376,-0.211,10.497
1184548.608,1.163,-0.436,10.579
1184548.627,0.883,-0.128,10.278
1184548.646,0.673,-0.571,10.072
1184548.665,0.963,-0.431,9.931
1184548.684,1.169,-0.468,10.484
1184548.703,0.83,-0.303,9.543
1184548.722,1.078,-0.193,10.055
1184548.741,1.125,-0.449,9.291
1184548.759,1.216,-0.351,9.187
1184548.778,1.554,-0.646,9.588
1184548.797,1.593,-0.593,9.385
1184548.816,1.547,-0.57,9.353
1184548.835,1.565,-0.753,10.139
1184548.854,1.911,-0.634,10.065
1184548.873,1.874,-0.679,10.25
1184548.892,1.461,-0.285,9.746
1184548.911,1.784,-0.046,9.894
1184548.93,1.868,0.203,9.33
1184548.949,2.095,0.071,9.499
1184548.968,2.062,-0.04,9.505
1184548.987,1.84,-0.452,9.877
1184549.007,1.573,-0.106,9.809
1184549.025,1.678,-0.434,10.606
1184549.044,1.065,-0.382,10.102
1184549.063,1.011,-0.535,10.376
1184549.082,0.988,-0.719,10.179
1184549.101,1.197,-0.604,10.042
1184549.12,1.527,-0.869,9.918
1184549.138,1.581,-0.565,9.985
1184549.157,1.644,-0.545,10.396
1184549.176,1.636,-0.27,9.87
1184549.195,1.893,-0.16,10.016
1184549.214,1.941,-0.211,8.882
1184549.233,2.304,-0.392,9.226
1184549.252,2.422,-0.357,9.403
1184549.271,1.908,-0.363,9.614
1184549.29,1.85,-0.333,10.115
1184549.31,1.541,-0.364,9.225
1184549.328,1.06,-0.386,9.765
1184549.347,0.772,-0.41,9.539
1184549.366,0.74,-0.478,9.653
1184549.385,0.641,-0.544,9.686
1184549.404,1.432,-0.751,10.298
1184549.423,1.137,-0.652,9.353
1184549.442,1.351,-0.479,10.471
1184549.461,1.375,-0.631,9.674
1184549.48,1.672,-0.35,9.951
1184549.498,2.062,-0.803,10.128
1184549.517,2.322,-0.416,9.797
1184549.536,2.684,-0.47,10.589
1184549.555,2.222,-0.284,10.057
1184549.574,1.983,-0.143,10.314
1184549.593,1.715,-0.405,9.936
1184549.612,1.935,-0.404,10.436
1184549.631,2.052,-0.841,10.388
1184549.65,1.956,-0.885,10.606
1184549.669,1.661,-0.754,10.37
1184549.688,1.326,-0.807,10.45
1184549.707,0.792,-0.963,9.969
1184549.726,0.798,-1.027,9.802
1184549.745,0.87,-1.351,9.809
1184549.764,0.765,-1.056,9.504
1184549.783,1.203,-1.296,10.133
1184549.802,0.99,-0.747,9.32
1184549.821,0.639,-0.878,9.274
1184549.84,0.789,-0.699,9.338
1184549.859,1.069,-1.214,9.359
1184549.878,1.62,-1.363,10.119
1184549.896,1.693,-1.499,10.018
1184549.916,1.371,-1.313,9.839
1184549.934,1.234,-1.231,9.667
1184549.953,1.55,-1.296,10.54
1184549.972,1.198,-0.989,9.637
1184549.991,1.384,-0.73,9.844
1184550.01,1.54,-0.646,9.116
1184550.029,2.148,-0.585,9.626
1184550.048,2.657,-0.649,9.371
1184550.067,2.647,-0.663,9.681
1184550.086,2.437,-0.385,8.943
1184550.105,2.04,-1.042,9.784
1184550.124,2.343,-1.057,10.551
1184550.143,1.831,-1.538,10.096
1184550.162,1.846,-2.356,11.156
1184550.181,2.077,-2.114,11.107
1184550.2,1.639,-2.245,11.025
1184550.219,0.956,-2.195,11.529
1184550.238,0.679,-2.092,11.611
1184550.257,0.3,-2.009,11.337
1184550.275,0.351,-1.838,11.094
1184550.294,0.344,-1.746,11.06
1184550.313,0.795,-1.768,10.133
1184550.332,0.735,-1.622,8.875
1184550.351,0.578,-1.389,8.552
1184550.37,1.078,-1.502,10.039
1184550.389,1.181,-1.56,9.342
1184550.408,1.149,-1.672,9.758
1184550.427,1.221,-1.796,9.43
1184550.446,1.054,-1.685,9.456
1184550.465,0.309,-1.959,8.725
1184550.484,0.625,-1.726,9.293
1184550.503,1.085,-1.704,9.401
1184550.523,1.106,-1.796,9.364
1184550.542,1.185,-1.624,9.65
1184550.56,1.221,-1.497,9.707
1184550.579,1.16,-1.347,9.816
1184550.598,1.298,-1.307,9.7
1184550.616,1.567,-1.481,9.833
1184550.638,1.628,-1.57,9.565
1184550.657,1.599,-1.735,9.619
1184550.676,1.593,-1.855,9.848
1184550.692,1.183,-1.677,9.529
1184550.713,1.079,-1.716,9.65
1184550.732,0.998,-1.701,9.686
1184550.75,1.157,-1.721,9.956
1184550.77,1.118,-1.785,9.729
1184550.787,1.061,-1.852,10.219
1184550.808,0.992,-1.842,10.209
1184550.825,0.573,-1.817,9.932
1184550.846,0.437,-1.714,9.972
1184550.865,0.691,-1.487,9.871
1184550.884,0.845,-1.45,9.73
1184550.9,0.975,-1.192,9.348
1184550.92,1.148,-0.997,9.456
1184550.939,0.886,-0.678,8.916
1184550.958,0.882,-0.677,9.053
1184550.979,1.335,-0.931,10.085
1184550.998,1.466,-0.607,10.383
1184551.016,1.386,-0.862,10.535
1184551.036,1.236,-0.576,10.465
1184551.054,0.907,-0.29,10.937
1184551.071,0.395,-0.075,10.414
1184551.09,0.513,-0.094,10.526
1184551.11,1.23,-0.107,10.782
1184551.13,1.339,0.357,10.418
1184551.147,1.363,0.582,10.295
1184551.168,1.097,0.499,10.424
1184551.187,0.54,0.52,10.635
1184551.206,0.245,0.29,10.377
1184551.223,0.025,0.132,10.002
1184551.245,0.395,-0.009,10.235
1184551.261,0.455,-0.014,9.913
1184551.28,0.696,0.034,9.752
1184551.301,0.719,0.057,9.135
1184551.32,0.994,0.109,9.192
1184551.337,1.087,0.084,9.025
1184551.357,1.113,0.191,9.234
1184551.375,1.164,0.115,9.373
1184551.393,0.981,0.346,9.395
1184551.413,0.841,0.302,9.23
1184551.434,0.56,0.399,8.894
1184551.453,0.354,0.417,8.452
1184551.469,0.464,0.219,8.03
1184551.491,0.813,0.065,8.347
1184551.507,1.462,0.486,9.778
1184551.526,1.457,0.056,10.067
1184551.545,0.87,0.126,9.628
1184551.564,0.674,0.33,11.211
1184551.583,0.031,0.481,10.716
1184551.602,-0.7,0.598,11.186
1184551.621,-0.365,0.619,10.326
1184551.64,0.335,0.742,10.931
1184551.659,0.816,0.653,10.082
1184551.678,1.308,0.742,9.425
1184551.697,1.877,0.79,9.283
1184551.716,2.092,0.976,9.218
1184551.735,1.913,1.009,9.525
1184551.753,1.316,1.009,9.393
1184551.772,1.125,0.891,9.231
1184551.791,0.67,1.046,9.429
1184551.81,0.268,1.043,9.487
1184551.829,-0.027,1.171,9.723
1184551.848,-0.015,1.265,9.844
1184551.867,-0.148,1.302,9.882
1184551.886,-0.379,1.467,10.066
1184551.905,-0.377,1.446,9.961
1184551.924,0.016,1.15,9.676
1184551.943,0.523,1.095,9.491
1184551.961,0.896,1.129,9.707
1184551.981,1.165,1.033,9.63
1184552,1.565,1.068,9.469
1184552.019,1.827,1.043,9.183
1184552.038,2.009,1.256,9.592
1184552.057,2.035,1.465,9.614
1184552.076,1.742,1.624,9.75
1184552.095,1.42,1.825,10.255
1184552.113,1.398,1.778,9.778
1184552.132,0.859,1.599,9.9
1184552.151,0.817,1.555,10.468
1184552.17,0.915,1.386,10.295
1184552.189,0.79,1.025,10.264
1184552.208,0.72,0.852,10.31
1184552.227,0.811,0.722,10.736
1184552.246,0.438,0.505,9.936
1184552.265,0.482,0.139,10.295
1184552.284,0.524,0.412,9.728
1184552.303,0.819,0.534,10.158
1184552.322,0.618,0.472,9.238
1184552.341,0.936,0.887,9.906
1184552.36,0.953,0.934,9.561
1184552.379,0.686,1.003,9.186
1184552.398,0.534,0.938,9.052
1184552.417,0.253,1.132,8.991
1184552.436,0.385,1.052,9.32
1184552.455,0.341,0.907,8.922
1184552.474,0.539,1.092,9.37
1184552.492,0.609,1.016,9.558
1184552.511,0.603,1.276,9.991
1184552.53,0.322,1.239,9.664
1184552.549,0.371,1.464,9.819
1184552.568,0.748,1.485,10.15
1184552.587,0.951,1.5,9.631
1184552.606,1.009,1.597,9.326
1184552.625,1.657,1.784,10.258
1184552.644,1.876,1.813,9.915
1184552.663,1.84,1.68,9.822
1184552.682,1.853,1.813,9.65
1184552.701,1.839,1.991,9.731
1184552.72,1.813,1.973,9.346
1184552.739,1.703,1.939,9.981
1184552.758,1.797,2.028,9.45
1184552.777,1.614,1.989,9.516
1184552.796,1.466,2.013,9.685
1184552.815,1.413,2.042,9.338
1184552.833,0.979,1.933,9.269
1184552.854,0.877,1.711,9.067
1184552.874,1.224,1.678,9.708
1184552.892,1.194,1.436,9.165
1184552.909,0.947,1.272,8.883
1184552.93,0.798,1.248,9.076
1184552.95,0.758,1.168,8.663
1184552.966,0.518,1.001,8.918
1184552.985,0.632,0.974,9.429
1184553.004,0.736,0.897,9.959
1184553.023,0.603,0.958,10.388
1184553.042,-0.038,0.913,10.371
1184553.061,-0.517,1.171,10.603
1184553.08,-0.855,1.587,10.437
1184553.099,-0.798,1.258,11.07
1184553.118,-0.513,1.525,10.971
1184553.137,-0.119,1.897,11.228
1184553.155,0.591,1.92,10.748
1184553.174,1.173,1.982,10.254
1184553.193,1.072,2.089,9.574
1184553.212,1.684,2.269,9.978
1184553.231,2.488,2.399,9.592
1184553.25,2.8,2.257,9.699
1184553.269,3.248,2.313,9.857
1184553.288,3.275,2.275,9.132
1184553.307,2.327,2.217,9.139
1184553.326,1.43,2.337,9.493
1184553.347,1.17,2.144,8.774
1184553.366,0.894,1.58,8.251
1184553.385,0.862,1.869,8.684
1184553.404,1.499,2.509,9.113
1184553.423,1.965,2.852,9.691
1184553.44,1.725,2.483,9.034
1184553.461,1.265,2.586,9.496
1184553.48,0.792,2.429,9.15
1184553.496,0.573,2.281,9.277
1184553.518,0.878,1.814,9.548
1184553.537,1.632,1.764,10.213
1184553.556,1.673,1.606,9.583
1184553.572,1.84,1.894,9.365
1184553.594,2.246,2.244,9.819
1184553.613,2.426,2.124,9.426
1184553.63,2.82,1.9,10.128
1184553.65,3.172,1.671,9.468
1184553.669,3.258,1.488,10.221
1184553.688,3.006,1.587,10.279
1184553.707,2.817,1.595,10.523
1184553.726,2.428,1.675,10.654
1184553.745,2.154,1.644,10.497
1184553.765,2.212,1.439,10.107
1184553.783,2.279,1.058,10.079
1184553.802,1.997,0.758,9.309
1184553.821,2.356,0.771,10.042
1184553.841,2.001,0.355,9.548
1184553.859,1.362,0.303,9.025
1184553.878,1.015,0.139,9.092
1184553.897,1.008,-0.004,9.45
1184553.913,1.173,-0.276,9.875
1184553.935,1.048,-0.369,10.221
1184553.954,0.378,-0.455,9.661
1184553.972,-0.262,-0.33,9.819
1184553.992,-0.71,-0.001,10.043
1184554.01,-1.3,-0.082,10.016
1184554.029,-1.388,0.131,9.887
1184554.048,-0.805,0.283,9.589
1184554.067,-0.293,0.338,9.356
1184554.086,0.255,0.593,9.235
1184554.105,1.016,0.91,9.168
1184554.124,1.396,1.086,9.384
1184554.143,1.567,1.031,9.42
1184554.162,2.167,0.606,9.738
1184554.18,2.793,0.27,9.041
1184554.2,2.986,0.242,9.341
1184554.219,3.433,0.344,10.295
1184554.236,3.868,0.417,10.018
1184554.255,2.994,0.371,10.369
1184554.274,2.302,0.635,10.028
1184554.293,1.652,0.651,10.442
1184554.311,1.386,0.632,9.854
1184554.33,1.115,0.548,10.055
1184554.349,1.405,0.545,10.408
1184554.369,1.689,0.799,9.839
1184554.387,1.978,0.566,10.649
1184554.406,1.886,0.879,10.355
1184554.425,1.762,0.769,10.256
1184554.445,1.237,1.088,9.311
1184554.463,1.231,0.667,9.175
1184554.484,1.043,0.428,8.82
1184554.503,1.249,0.041,8.145
1184554.522,1.66,-0.154,8.951
1184554.541,2.108,0.054,10.238
1184554.56,2.04,0.271,9.573
1184554.579,1.124,0.558,10.156
1184554.598,0.204,1.257,9.93
1184554.615,-0.556,1.6,9.492
1184554.634,-1.354,1.545,10.496
1184554.653,-0.667,1.423,10.6
1184554.672,-0.288,1.074,9.395
1184554.69,0.393,0.74,9.953
1184554.711,1.277,0.702,8.932
1184554.731,1.439,0.754,10.024
1184554.749,1.736,0.833,9.944
1184554.768,1.745,0.905,9.021
1184554.787,1.925,1.112,9.005
1184554.806,2.019,1.167,9.048
1184554.825,2.184,1.654,10.07
1184554.844,2.215,1.972,9.779
1184554.863,1.931,2.278,9.695
1184554.882,1.441,2.466,9.596
1184554.901,1.173,2.444,9.389
1184554.917,1.418,1.909,10.503
1184554.938,1.871,1.725,9.504
1184554.956,1.783,1.603,10.934
1184554.975,1.272,1.923,9.412
